Job_position,Company,Location,Salary,requirements,rating,experience,posting_frequency
Loan IQ Analyst,Momenta,"Bengaluru, Karnataka",na,"The role will partner with a team of Product Owner, Engineers & other people to validate the requirement and translate business requirements into workable…",0.0,na,17.0
Exchange/O365 Administrator Analyst,Infosys Limited,"Pune, Maharashtra",na,"Educational Requirements MCA,MTech,Bachelor of Engineering.A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be…",3.9,na,482.0
Procurement Analyst I,Conduent,"Bengaluru, Karnataka",na,"Requires formal education and relevant expertise in a professional, sales, or technical area.Uses deductive reasoning to solve problems and make…",2.7,na,1.0
Senior Financial Analyst,Innovacer,"Noida, Uttar Pradesh",na,"You will work with Innovaccer’s Finance team and you will be responsible for keeping track of a company’s financial plan, analyzing the company’s performance,…",0.0,na,1.0
CIB R&A - Researcher - BRC -Analyst - Mumbai,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",na,"N Perform secondary research on inquiries from bankers on financial matters, industry sectors, individuals, company performance, transactions, markets, and…",3.9,na,1.0
CIB Financial Control - Analyst,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",na,This financial information is used by analysts to assess the firm's financial position; by management to make sound financial decisions; by investors to make…,3.9,na,1.0
Consulting - Analyst - Anaplan,Deloitte,"Bengaluru, Karnataka",na,"Finance & Performance is a set of offerings that assist finance executives with assessing their finance strategy and vision, and helps design and implement…",4.0,na,18.0
Senior Business Analyst – Process Evolution,UBS,"Hyderabad, Telangana",na,"Define and implement enterprise process management methods, standards and templates.Develop front to back process maps and document key issues contributing to…",3.8,na,1.0
Senior Video Analyst Day Shift,Innovary Technologies,"J. P. Nagar, Bengaluru, Karnataka",na,Innovary Technologies is looking for Sr. Data Analyst who is result oriented individual contributor with passion on Traffic Data Analysis and People behavior…,0.0,na,1.0
Business Insights Analyst,TaskUs,"Gurgaon, Haryana",na,"As a business insights analyst, you will be partnering closely with Reporting Analysts, Data Visualization Analysts, Data Scientists, and Data Engineers to…",0.0,na,1.0
Senior Workday Reporting Analyst,JLL,"Bengaluru, Karnataka",na,The Senior Analyst’s role encompasses design & technical delivery of efficient HR reporting & business intelligence framework using Workday.,3.7,na,1.0
Collections Analyst,ZeroFOX,"Bengaluru, Karnataka",na,"With our proprietary hybrid intelligence platforms and methodologies, you will utilize your collection, analysis, and scripting skills to identify threats and…",0.0,na,1.0
Senior Analyst,The Walt Disney Company (Corporate),"Mumbai, Maharashtra",na,"Position at Disney Mumbai Office to manage outsourced payables process, cost center accounting, closing, controllership, audits & MIS reporting for programing /…",4.1,na,1.0
Financial Analyst 2,Parexel,"Hyderabad, Telangana",na,"The Finance Business Partner is expected to establish him/herself as a “co-pilot”, along with the Project Leader (PL), in steering a set of projects to their…",3.7,na,1.0
Analyst - SC Analytics - Inventory,General Mills,"Powai, Mumbai, Maharashtra",na,"Develop optimal Inventory targets/recommendations for Finished Goods, Raw Materials, Packaging Materials & SEMIS (WIP) Leveraging Inventory Optimization tool…",3.9,na,1.0
SOC Analyst,Cyberproof,Remote,na,"Resolve, escalated report and raise recommendations for resolution and remediation for security incidents.Advanced monitoring of system logs, SIEM tools and…",0.0,na,1.0
Junior Security Analyst,Citco,"Pune, Maharashtra",na,"IT Security Information Systems Security Office Team (‘ISSO Team’) is a group wide resource, which covers all of the divisions within the Citco Group of…",3.3,na,1.0
Associate Quality Analyst,OX SoftwareS,"Chennai, Tamil Nadu","16,000 a month",We are looking for an QA Tester to assess software quality through manual testing.You will be responsible for finding and reporting bugs and glitches.,0.0,na,1.0
CSD Application Support Analyst,Diageo,"Bengaluru, Karnataka",na,"Greater efficiencies and control via leveraging core strengths in process and compliance.Ability to understand the underlying business processes,.",4.0,na,1.0
Security Analyst,Netskope,"Bengaluru, Karnataka",na,Visit us at Netskope Careers and follow us on Twitter @Netskope and Facebook.The GRC Compliance Analyst will be a key member of the GRC team responsible for…,3.8,na,1.0
Analytics Analyst / Senior Analyst,Innovsource Services Private Limited,"Delhi, Delhi","5,00,000 - 8,00,000 a year","Deliver analytics-driven insights into Customer engagement and behavior.Provide analytics support to the business teams, understand the business context,…",0.0,na,1.0
Technology Analyst- Service Monitoring Tools O&M,Infosys Limited,"Gurgaon, Haryana",na,"Educational Requirements Bachelor of Engineering.A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure…",3.9,na,482.0
Analyst - Controller,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",na,Accounting & reporting for Legal entities in EMEA region (excl. UK) on monthly basis as per US GAAP.End to end ownership for month end close activities like Fx…,3.9,na,1.0
AWM - Client Data Management - Operation Analyst,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",na,The role requires someone with the ability to work in a complex data environment as well as the ability to partner with the business to find creative solutions…,3.9,na,1.0
Business Analyst - ERM,Oracle,"Bengaluru, Karnataka",na,"Operates independently to provide quality work products to an engagement.Performs varied and complex duties and tasks that need independent judgment, in order…",3.8,na,1406.0
Analyst – Web Analytics,Position2,"Bengaluru, Karnataka",na,"Job Summary An expert in Google Analytics and Google Tag Manager who can plan, implement, analyze and present insightful findings.Evaluate and set-up tracking.",0.0,na,1.0
Nextracker - Sales Analyst,NEXTracker,"Hyderabad, Telangana",na,The Sales Analyst will be based in Hyderabad .Onboarding will be virtual for the time being with occasional socially distanced meetings at a Nextracker…,0.0,na,1.0
FinOps Analyst - AP,ADCI HYD 13 SEZ,"Hyderabad, Telangana",na,"Knowledge on Outlook, Word and Excel or similar desktop applications.Good Communications skills – Written & Verbal.Proficient in Microsoft Excel and Word.",3.5,na,1.0
Business Analyst,BNP Paribas,"Mumbai, Maharashtra",na,"The Group helps all its clients (individuals, community associations, entrepreneurs, SMEs, corporates and institutional clients) to realise their projects…",3.9,na,1.0
Business Analyst,Globex Digital Solutions,"Bengaluru, Karnataka",na,Domain::P&C Insurance Domain is Must.Enhancements Analysis Until the level of technical design stage.This will usually (but not necessarily) be done after a…,0.0,na,1.0
Cyber Crime Analyst,Barclays,"Pune, Maharashtra",na,Work with subject matter experts from the Barclays fraud teams to understand the existing cybercrime threat landscape.Skills that will help you in the Role:,3.9,na,1.0
Senior Quality Analyst,Audacia Ventures,"New Delhi, Delhi","35,000 - 45,000 a month","As a Sr Tester, you will be responsible for testing mobile games and websites on various devices to make sure they match the intended functionality.",0.0,na,4.0
Senior Business Analyst – Process Evolution,UBS,"Hyderabad, Telangana",na,Are you passionate about driving process efficiencies and challenging the status quo?Do you enjoy analyzing complex business challenges and working as part of…,3.8,na,1.0
General & Operational Accounting Analyst,NTT DATA Services,"Gurgaon, Haryana",na,"NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us.Morning shift (7 am to 5 pm).",3.5,na,1.0
Collections Analyst,ZeroFOX,"Bengaluru, Karnataka",na,"OPPORTUNITY OVERVIEWAs a Collections Analyst at ZeroFOX, you will join ZeroFOX’s Cyber Threat Intelligence (CTI) Collections team: a group of highly skilled…",0.0,na,1.0
Senior Analyst,The Walt Disney Company (Corporate),"Mumbai, Maharashtra",na,"Overall Purpose of the Role :Position at Disney Mumbai Office to manage outsourced payables process, cost center accounting, closing, controllership, audits &…",4.1,na,1.0
Cyber Crime Analyst,Barclays,"Pune, Maharashtra",na,Cybercrime Intelligence Analyst – BA4 Role.What will you be doing?Triage and analyse intelligence related to cybercrime threats targeting Barclays customers.,3.9,na,1.0
SEO Analyst,Jaw Dropping Marketing Pvt Ltd,"Mohali Sas Nagar, Chandigarh","3,00,000 - 5,00,000 a year","If you are skilled and have an everlasting thirst to explore SERP & SM algorithms, then we have a job for you.Conduct keyword research and content analysis.",4.9,na,8.0
"Business Analyst - Product Management, 5+ Years’ Experience",Careti,"Bengaluru, Karnataka",na,"Careti is a well-funded Next-Generation Startup*, building E-commerce for India and other countries, with multiple verticals to meet rapid digital economy…",0.0,na,44.0
Consulting - Analyst - Anaplan,Deloitte,"Bengaluru, Karnataka",na,"ET&P: Finance & Performance |Anaplan.What impact will you make?Every day, your work will make an impact that matters, while you thrive in a dynamic culture of…",4.0,na,18.0
"Advisory Services Consultant - Business Analyst - Hyderabad,...",UnitedHealth Group,"Hyderabad, Telangana",na,Work with data and business intelligence analysts to create insights and storyboard the same for the consumption of business users.There's no room for error.,3.7,na,889.0
Senior Business Systems Analyst,UnitedHealth Group,"Hyderabad, Telangana",na,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get.",3.7,na,889.0
Quality Analyst,Sapiens,"Bengaluru, Karnataka",na,"Sapiens also services the workers’ compensation and financial and compliance markets.Our portfolio includes policy administration, billing, and claims;…",3.0,na,1.0
HRIS Analyst (Workday),Autodesk,"Bengaluru, Karnataka",na,"Performs complex data uploads into Workday utilizing Enterprise Interface Builders (EIBs), or oversees and audits EIB loads done by other data analysts in PDO…",4.1,na,1.0
Quality Analyst,Sapiens,"Bengaluru, Karnataka",na,"Sapiens International Corporation (NASDAQ and TASE: SPNS) is a leading global provider of software solutions for the insurance industry, with a growing presence…",3.0,na,1.0
Webmethods - Technical Analyst / Sr. Technical Analyst,Colgate-Palmolive,"Mumbai, Maharashtra",na,Relocation Assistance Offered Within Country.Do you want to come to work with a smile and leave with one as well?Mentor and coach junior developer resources.,4.3,na,311.0
Windows OS Image build Analyst,Infosys Limited,"Thiruvananthapuram, Kerala",na,"Educational Requirements MCA,MTech,Bachelor of Engineering.A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be…",3.9,na,482.0
