Job_position,Company,Location,Salary,requirements,rating,experience,posting_frequency
Mobile application developer,Swift India Facilities Management Pvt. Ltd,"Pitampura, Delhi","17,920 - 20,000 a month","They should have knowledge to make application independently of social media, classified site, and quiz contest.Salary: ₹17,920.00 - ₹20,000.00 per month.",-99.0,na,1.0
PHP Developer,Oatery LLP,Remote,"31,349 - 45,347 a month","You should have an ownership mindset and be a self-starter, always striving to deliver the highest-quality solution for our clients, while having the ability to…",-99.0,PHP web: 2 years,1.0
Software Development/MIS Specialist,AECOM,"Delhi, Delhi",na,AECOM is seeking applications for the role of Software Development/MIS Specialist for an upcoming bid for a Prestigious and Large Scale Dam Rehabilitation…,3.7,na,1.0
Full Stack Python Developer - Django,Kwalitytech IT Services,"Noida, Uttar Pradesh","20,000 - 50,000 a month","Ultimately, you- ll build highly responsive web applications that align with our business needs.Integrate user-facing elements into applications.",-99.0,Django: 2 yearsWebservices: 1 yearBachelor's,1.0
Angular Developer,Immortal-Technologies Pvt.Ltd,"Gurgaon, Haryana","15,000 - 20,000 a month","Immortal Technologies provides IT Consultancy, software design and development and also offers end to end business solutions on our own IT profession.",-99.0,na,1.0
Software Developer,MintZones Infocon Pvt Ltd,"Gurgaon, Haryana","40,000 a month","Work with developers to design algorithms and flowcharts.Experience with software design, Project and development in a test-driven environment.",-99.0,na,1.0
Software Test Engineer,Acetech Information Systems Pvt. Ltd,"Dwarka, Delhi, Delhi","7,000 - 15,000 a month","Develop and establish quality assurance measures and testing standards for new applications, products, and/or enhancements to existing applications throughout…",-99.0,Bachelor's,1.0
Django developer,Febno Technologies,"Calicut, Kerala","11,551 - 45,435 a month",\* Experience in developing web applications and good knowledge of frame work django/ flask.\* 1-3 years of experience in Django framework.,-99.0,na,1.0
ServiceNow Developer | 6 to 9 years | Noida,Capgemini,"Noida, Uttar Pradesh",na,Should upgrade instances with the purpose of certifying all applications for use after the upgrade completes.Should be able to develop and design own technical…,3.8,na,1.0
Jr. Front End Developer,SJ INNOVATION,Goa,na,"Work closely with both the front end and back-end teams.Candidates with hands-on experience with Email development preferred.Knowledge of HTML/HTML5,CSS/CSS3.",-99.0,na,1.0
Web Designer & Developer,WebNetiz Solutions Pvt Ltd,"Pune, Maharashtra",na,We are seeking a Web developer Intern responsible for both back-end and front-end development.Are available for duration of 3 month.,-99.0,na,1.0
Backend Developer,GlobalShala,Remote,"41,666 - 75,000 a month","Good understanding of server-side CSS preprocessors {such as Stylus, Less, etc depending on your technology stack}.Knowledge of Node.js and Express frameworks.",-99.0,na,1.0
C++ Developer - 4160,ION,"Noida, Uttar Pradesh",na,"3-5 years coding object-oriented software using C++ in a Linux environment.Development using networking protocols (TCP, UDP, multicast).",3.9,na,1.0
MAGENTO FRONTEND DEVELOPER,JoulestoWatts Business Solutions Private Limited,"Bengaluru, Karnataka","18,00,000 a year",Demonstrated success in collaborating in a fast-paced team environment and delivering high-quality software products using established agile development…,-99.0,Work: 5 yearsTotal work: 5 years,1.0
"Software Developer, Software Developer",UST Global Singapore Pte Limited,"Bengaluru, Karnataka",na,"Job Description : SSIS+SQL Should be good in SSIS and SQL Good experience on SSIS, Stored procedures, triggers Strong knowledge on execution plan, indexes,…",3.7,na,13.0
Front End Web Developer,Aelum Consulting Pvt Ltd.,"Noida, Uttar Pradesh","60,000 a month",Expected Start Date: 4/1/2021.Make design and technical decisions for AngularJS projects.Develop new functionality in the Angular framework.,-99.0,na,1.0
Senior Software Engineer,Inncrewin Technologies,"Bengaluru, Karnataka","5,39,822 - 16,00,000 a year","First and foremost, developing software our users need.Ability to prioritize well, communicate clearly, have a consistent track record of delivery and…",3.8,Software Engineering: 5 yearsWork: 5 yearsTotal work: 5 years,1.0
Java Developer Associate,Shivit Technologies Pvt Ltd,"Noida, Uttar Pradesh","13,000 - 18,000 a month",Deeply in love with coding with strong analytical and problem solving skills and should have experience in business application development.,-99.0,na,1.0
PHP Developer,Trackable Media,"Ghaziabad, Uttar Pradesh","18,000 a month","Opportunity to Develop and deploy cutting-edge Web & App applications.Administer, maintain and troubleshoot existing applications.",-99.0,PHP: 1 yearMYSQL: 1 year,1.0
ReactJS Developer,Hiteshi Infotech Pvt Ltd,"Indore, Madhya Pradesh","20,000 - 50,000 a month","Responsible for development of new highly-responsive, web-based user interface.We are looking for an experienced top-notch full-stack developer to grow with…",-99.0,na,1.0
Junior Software Developer (Intern),SOTI Inc.,"Kochi, Kerala",na,"Good understanding of software design patterns.You have the passion for software architecture and design, and enjoy building robust scalable applications in a…",3.4,na,1.0
Freelance Front End Developer Website,NGN TECH,"Rajagiri Edso, Kerala","10,000 a month","We provide contract based, part-time, full-time works.Its fully work from home.24\*7 flexible working hours.Part-time hours: 48 per week.",-99.0,na,1.0
Software Developer,Twopir Consulting Pvt Ltd,"Pune, Maharashtra",na,For any other stream apply only if you have knowledge on JAVA.We are hiring for Twopir Technology & Consulting for fresher’s for the role of 'Software…,-99.0,Bachelor's,1.0
Dot Net Developer,Netbiz Infotech Pvt Ltd,"Delhi, Delhi","30,000 a month","We have an urgent requirement of Dot Net Developer.Skills Required- Asp.net, MS SQL Server, Jquery, C#.Experience- 6 months - 2 years.",-99.0,na,1.0
S/W Developer,IUDX,"Bengaluru, Karnataka","3,09,521 - 13,69,091 a year","Proficient in build and project management using Maven.We are looking for Software Engineers with core Java expertise who will be part of development, testing…",-99.0,Java development : 1 yearBachelor's,1.0
ReactJS Developer,Totalcloud Inc,"Bengaluru, Karnataka","4,00,000 - 10,00,000 a year",To come up with/develop new user features for providing great UX to users..Software development: 1 year (Preferred).Total work: 1 year (Preferred).,-99.0,na,1.0
Full Stack Developer,Karta Ventures,"Bengaluru, Karnataka","10,00,000 - 25,00,000 a year","Responsibilities will be across all stages of the project lifecycle including design recommendations, development, testing, and deployment.",-99.0,na,1.0
Backend Developer,Languify,Remote,"20,000 - 50,000 a month","Full-time & completely remote opportunity with an IIT alums startup.We are looking for a well-experienced backend programmer with proficiency in Nodejs,npm,…",-99.0,Backend programming : 1 yearBachelor's,1.0
Web Developer / Programmer (TRAINEE),Industrial Training Programme,"Delhi, Delhi",na,"Knowledge of ASP.net, C#, My SQL, SQL Database.RDBMS and strong OOPS concepts.Logical thinking and creative, with good communication skills.",-99.0,na,1.0
HTML Developer,Iglaps Technologies,"Noida, Uttar Pradesh","12,000 - 20,000 a month","Strictly follow the standards defined for testing of web-based applications.Responsive web UI Development using HTML, HTML5, CSS3, jQuery and JavaScript.",-99.0,HTML: 1 year,1.0
PHP Developer,Trinity Insurance Brokers Pvt Ltd,"Noida, Uttar Pradesh","23,010 - 30,000 a month","Coordinating with frontend developers to build better GUIs.Total work: 3 years (Required).Deploying applications on Linux servers in AWS, Digital Ocean, etc.",-99.0,Total work: 3 years,1.0
Freelance backend developer,NGN TECH,"Rajagiri Edso, Kerala","15,000 a month","We provide contract based, part-time, full-time works.Its fully work from home.24\*7 flexible working hours.Part-time hours: 48 per week.",-99.0,na,1.0
Software Developer (Returner Female only),CodeBlock Technologies,"Indore, Madhya Pradesh","4,00,000 a year",Or Any other Backend or frontend technologies experience.Option for Full Day / Half Day Working (but exclusive i.e. not freelancing)*.,3.5,na,1.0
Software Developer,Akus IT solutions,"New Delhi, Delhi","25,000 a month",Software development: 2 years (Required).Python extensive knowledge of software development from source code and programming integration of PHP.,-99.0,Software development: 2 yearsPython: 2 yearsLinux: 2 years,1.0
Informatica MDM Developer-offshore,Pacific Data Integrators,"Delhi, Delhi",na,"Ability to design, develop and translate business requirements and processes for data matching and merging rules, survivorship criteria, and data stewardship…",-99.0,na,1.0
DICOM software developer,DELORIS,"Mumbai, Maharashtra","4,00,000 - 5,00,000 a year",Development of an dicom viewer project envisioned by director(s).Maintenance of the dicom software.Needed one who could modify the OHIF viewer to suit the…,-99.0,na,1.0
Software Developer,ISCOPE SERVICES PRIVATE LIMITED,"Lucknow, Uttar Pradesh",na,"Familiarity with database technology such as MySQL, Oracle and MongoDB.Strong organizational and project management skills.Total work: 5 years (Preferred).",-99.0,na,1.0
APEX Full Stack Software Developer,Oracle,"Noida, Uttar Pradesh",na,Candidates must be comfortable working in an ever-changing environment and have the ability to engage with stakeholders to identify the minimal viable product…,3.8,na,1.0
"Architect,B2B EDI Integration Developer",PepsiCo,"Hyderabad, Telangana",na,"Knowledge of EDI transactions pertaining to key business processes is required, and preferred knowledge of Pepsico business specifics is desired.",3.8,na,1.0
Software Engineer/Programmer,Tekskills India Private Limited,"Hyderabad, Telangana","8,50,000 a year",We are looking for Java developer_SQL.We are looking for Java developer_SQL Location: Hyderabad Max CTC: 8 LPA Notice Period : Immediate only.,2.5,na,1.0
Software Developer,NMS Consultant (Navlakha Management Services),"Navi Mumbai, Maharashtra",na,Integrate software components into a fully functional software system.Comply with project plans and industry standards Ensure software is updated with latest…,-99.0,na,1.0
Software Developer,Real Builder : Construction Management Software,"Kanpur, Uttar Pradesh","20,000 - 35,000 a month","Maintaining an understanding of the latest Web applications and programming practices through education, study, and participation in conferences, workshops, and…",-99.0,na,1.0
Hybrid Application developer,Abhidip Swastik private ltd,Remote,"30,000 a month",HYBRID APPLICATION DEVELOPMENT: 3 years (Preferred).Total work: 3 years (Preferred).FRONT END / BACKEND Developer: 3 years (Preferred).,-99.0,na,1.0
Software Support Engineer,BigStep Technologies,"Gurgaon, Haryana",na,"The desired candidate must have a technical background in computers / software with good analytical and problem solving skills, and strong written communication…",3.8,na,1.0
Mobile Developer,Alite Projects,"Vadodara, Gujarat",na,"Ensure new and legacy applications meet quality standards.Research and suggest new mobile products, applications, and protocols.",-99.0,na,1.0
Full Stack Developer,Languify,Remote,"20,000 - 50,000 a month","You will be working on an AI-based edtech solution based out of IIT Bombay.Your responsibility will be to interact with the lead and product manager, ensure…",-99.0,Programming: 1 yearTotal work: 1 yearBachelor's,1.0
